date,value
2026-01-29,6.17549991607666
2026-01-30,5.896999835968018
2026-02-02,5.801499843597412
2026-02-03,6.0625
2026-02-04,5.826000213623047
2026-02-05,5.798999786376953
2026-02-06,5.863500118255615
2026-02-09,5.945000171661377
2026-02-10,5.895999908447266
2026-02-11,5.948999881744385
2026-02-12,5.770999908447266
2026-02-13,5.792500019073486
2026-02-17,5.632999897003174
2026-02-18,5.793499946594238
2026-02-19,5.730000019073486
2026-02-20,5.830999851226807
2026-02-23,5.7729997634887695
2026-02-24,5.922999858856201
2026-02-25,5.979499816894531
2026-02-26,5.947000026702881
2026-02-27,6.004499912261963
2026-03-02,5.894499778747559
2026-03-03,5.773499965667725
2026-03-04,5.855000019073486
2026-03-05,5.752999782562256
2026-03-06,5.756999969482422
2026-03-09,5.80049991607666
2026-03-10,5.9039998054504395
2026-03-11,5.8454999923706055
2026-03-12,5.82450008392334
2026-03-13,5.7144999504089355
2026-03-16,5.790500164031982
2026-03-17,5.726500034332275
2026-03-18,5.553999900817871
2026-03-19,5.433000087738037
2026-03-20,5.34250020980835
2026-03-23,5.439499855041504
2026-03-24,5.422500133514404
2026-03-25,5.5289998054504395
2026-03-26,5.446499824523926
2026-03-27,5.4670000076293945
2026-03-30,5.47599983215332
2026-03-31,5.587500095367432
2026-04-01,5.624000072479248
2026-04-02,5.563000202178955
2026-04-06,5.583499908447266
2026-04-07,5.54449987411499
2026-04-08,5.759500026702881
2026-04-09,5.748000144958496
2026-04-10,5.870500087738037
2026-04-13,5.97599983215332
2026-04-14,6.070499897003174
2026-04-15,6.072000026702881
2026-04-16,6.066500186920166
2026-04-17,6.103499889373779
2026-04-20,6.035999774932861
2026-04-21,6.001500129699707
2026-04-22,6.119999885559082
2026-04-23,6.075500011444092
2026-04-24,6.023499965667725
2026-04-27,6.01800012588501
2026-04-28,5.9145002365112305
2026-04-29,5.878499984741211
2026-04-30,5.926000118255615
2026-05-01,5.932000160217285
2026-05-04,5.795000076293945
2026-05-05,5.942999839782715
2026-05-06,6.136499881744385
2026-05-07,6.127500057220459
2026-05-08,6.249000072479248
2026-05-11,6.41349983215332
2026-05-12,6.485000133514404
2026-05-13,6.635499954223633
2026-05-14,6.567500114440918
2026-05-15,6.251500129699707
2026-05-18,6.271999835968018
2026-05-19,6.164999961853027
2026-05-20,6.290500164031982
2026-05-21,6.256999969482422
2026-05-22,6.3420000076293945
2026-05-26,6.361000061035156
2026-05-27,6.304999828338623
2026-05-28,6.395999908447266
2026-05-29,6.359499931335449
2026-06-01,6.52400016784668
2026-06-02,6.649499893188477
2026-06-03,6.480999946594238
2026-06-04,6.511000156402588
2026-06-05,6.263500213623047
2026-06-08,6.329500198364258
2026-06-09,6.302499771118164
2026-06-10,6.249000072479248
2026-06-11,6.258999824523926
2026-06-12,6.430500030517578
2026-06-15,6.482500076293945
2026-06-16,6.488999843597412
2026-06-17,6.481500148773193
2026-06-18,6.374499797821045
2026-06-22,6.356500148773193
2026-06-23,6.140999794006348
2026-06-24,5.942999839782715
2026-06-25,6.070499897003174
2026-06-26,6.141499996185303
2026-06-29,6.097499847412109
2026-06-30,6.192500114440918
2026-07-01,6.123499870300293
2026-07-02,6.114500045776367
2026-07-06,6.177999973297119
2026-07-07,6.171500205993652
2026-07-08,6.054500102996826
2026-07-09,6.215000152587891
2026-07-10,6.233500003814697
2026-07-13,6.232999801635742
2026-07-14,6.329999923706055
2026-07-15,6.293499946594238
2026-07-16,6.296000003814697
2026-07-17,6.21999979019165
2026-07-20,6.298999786376953
2026-07-21,6.511000156402588
2026-07-22,6.451000213623047
2026-07-23,6.304999828338623
2026-07-24,6.320000171661377
2026-07-27,6.339000225067139
2026-07-28,6.322000026702881
2026-07-29,6.273499965667725
2026-07-30,6.444499969482422
2026-07-31,6.435999870300293
2026-08-03,6.513999938964844
2026-08-04,6.618500232696533
2026-08-05,6.703000068664551
2026-08-06,6.686999797821045
2026-08-07,6.570499897003174
2026-08-10,6.5945000648498535
2026-08-11,6.611999988555908
2026-08-12,6.5970001220703125
2026-08-13,6.59250020980835
2026-08-14,6.5995001792907715
2026-08-17,6.604000091552734
2026-08-18,6.482500076293945
2026-08-19,6.487500190734863
2026-08-20,6.460000038146973
2026-08-21,6.579500198364258
2026-08-24,6.598999977111816
2026-08-25,6.709499835968018
2026-08-26,6.5945000648498535
2026-08-27,6.586999893188477
2026-08-28,6.561999797821045
2026-08-31,6.593500137329102
2026-09-01,6.506499767303467
2026-09-02,6.500999927520752
2026-09-03,6.577000141143799
2026-09-04,6.668000221252441
